area,modalidade,artigo,titulo,autores,orientadores,resumo,bibliografia
Extensão,Oral,6077,Colher o Impossível: a Terra como Horizonte na Educação,,RENAN FINAMORE,"Se o concreto endurece os passos, regamos frestas com afeto e rebeldia. Este trabalho emerge da atuação extensionista ligada a Ecopontos
Muda e a ReAU, no espaço agroecológico da UFRJ conhecido como “Govz ao Pé da Letras”, onde cultivamos práticas educativas e culturais a partir do
chão da universidade. A metodologia adotada é qualitativa e participativa, fundamentada na pedagogia da autonomia abordada por Freire (1996), aliada
aos princípios de educação popular e às epistemologias decoloniais e não hegemônicas. A partir da unidade entre teoria e prática, as atividades propostas
foram construídas coletivamente entre rodas de conversa, manejos agroecológicos, saraus, oficinas e vivências formativas, para o entendimento dos
saberes enraizados na terra e construção de uma nova organização social. Mais que agrofloresta, o espaço se afirma como território de convivência, arte,
escuta e luta. Ancorados em produções de autores e autoras negras, indígenas e demais sujeitos dissidentes, analisamos o papel de espaços
agroecológicos como alternativas à rigidez dos muros acadêmicos. Enquanto estudantes, atuamos na mediação das atividades, no planejamento dos
encontros e na construção crítica dos sentidos do espaço. Observamos que a agroecologia, enquanto ciência e prática social, fertiliza rupturas: tensiona a
lógica produtivista da universidade, promove a valorização de saberes populares e transforma o cotidiano de quem ali planta, escreve, sonha. O espaço
agroecológico torna−se campo fértil para a educação crítica, lugar de formação política e afirmação de um fazer universitário comprometido com a
transformação social. Concluímos que sustentar esse chão comum é gesto de resistência e reexistência: uma universidade viva não apenas se pensa, mas
se planta.","FREIRE, Paulo. Pedagogia da autonomia. São Paulo: Paz e Terra, 1996. MOLINA, Mônica Castagna. Educação do campo e pesquisa:
questões para reflexão. Brasília: UnB, 2012. KRENAK, A. Ideias para adiar o fim do mundo. São Paulo: Companhia das Letras, 2019."
Extensão,Oral,6096,EDUCAÇÃO PATRIMONIAL: VALORIZAÇÃO DA PAISAGEM HISTÓRICA DE PAQUETÁ,,LUIZ NEVES,"Minha proposta para ser apresentada na 14ª Semana de Integração Acadêmica / SIAc 2025 é um projeto de extensão vinculado ao Grupo de
Extensão e Pesquisa Educação Patrimonial, segui metodologia adotada para as ações em escolas do ensino básico, aplicando a pesquisa e extensão em
uma escola Municipal na Ilha de Paquetá que é prédio tombado, com boa parte a ilha. Outro motivo que me fez escolher dessa escola é infelizmente pelo
fato de se encontrar fechada, com risco de desabamento. A nossa justificativa é uma triste realidade, que impacta as crianças que provisoriamente (em
um longo tempo), encontram se instaladas em outro prédio, que deve seu uso adaptado para uma instituição de ensino. A pesquisa teoria do trabalho, vai
levantar conceitos de composição da paisagem cultural e presente no cotidiano, tem como base teórica os conceitos de paisagem cultural, ambiente e
patrimônio edificado, os aspectos da transculturalidade das paisagens observadas, marcadas por prédios de uma rica arquitetura históricos, e o processo
de formação histórica da Ilha de Paquetá. Quanto a metodologia: pesquisa, criação / execução de material didático e procedimento em oficinas de arte,
com as devidas mudanças e atendimento as especificidades para o local. As ações práticas implementadas compõem−se de: palestras (professores e
alunos) e oficinas interativas com atividades de desenhar, a fim de apreender, observar e “reconhecer” o patrimônio edificado onde eles moram.
Concluindo o conteúdo do material didático, que acreditamos ser eficiente, estimula a percepção da paisagem pelo DESENHO de observação e
decodificação para novas composições imagináveis”, o resultado que esperamos alcançar é educar para um olhar mais carinhoso com o patrimônio
edificado, principalmente histórico, da Ilha de Paquetá. Quem sabe chamando a atenção dos administradores públicos da importância do prédio da antiga
escola, onde estudaram gerações, valorizando a EDUCAÇÃO e os valores SOCIAIS.","CARDOSO, Isabel Lopes (org). Paisagem Patrimônio− Equações de Arquitetura.Portugal Dafne Editora, 2013. BAUMAN, Zygmunt. A arte da
vida. trad. Carlos Alberto Medeiros, Rio de Janeiro: Zahar,2009. BHABHA, Homi K. O lugar da cultura. (2 ed.) trad. Myriam Ávila Eliana Lourenço de Lima
Reis Gláucia Renate Gonçalves. Minas Gerais: Editora UFMG.2013."
Pesquisa,Oral,6098,NANORGANIZA: ESTRATÉGIAS DE CATALOGAÇÃO E GESTÃO DE ACERVO EM PROCESSOS ARTÍSTICOS,,CARLOS AUGUSTO MOREIRA DA NOBREGA,"Este trabalho está situado entre a minha integração e interseções com as atividades organizacionais no laboratório NANO – Núcleo de Artes e
Novos Organismos – a partir de março de 2025, e o início de uma pesquisa acadêmica. A presente pesquisa se desenvolve em diálogo com o grupo de
pesquisa NANO, e aborda os desafios de documentação e organização dos projetos artísticos, cooperativos, desenvolvidos no laboratório, tendo em vista
o desenvolvimento de sistemas arquivísticos. Sua relevância acadêmica reside na criação de metodologias padronizadas para a gestão, tanto de
processos criativos realizados nos projetos (com foco em produções ligadas à interseção entre arte, ciência e tecnologia), quanto de todos os
equipamentos patrimoniados no laboratório de pesquisa. A proposta justifica−se pela necessidade de transformar práticas empíricas em protocolos
replicáveis, por meio da criação de planilhas dinâmicas para monitoramento de tarefas e da catalogação sistemática do patrimônio (com etiquetagem e
digitalização de acervo). A metodologia adotada baseia−se em três eixos principais: (1) a aplicação dos princípios de organização funcional propostos por
Kondo e Sonenshein (2020), que valorizam a clareza e a intencionalidade na curadoria de informações e objetos relevantes, promovendo maior fluidez no
ambiente profissional; (2) o embasamento técnico em Bellotto (2018), cujas metodologias de classificação e etiquetagem física, especialmente abordadas
no capítulo 3, orientam a estruturação e tratamento documental de arquivos permanentes voltados às artes; e (3) a escolha técnica do aplicativo Notion
enquanto plataforma digital de apoio, fundamentada nas diretrizes de preservação digital propostas por Rothenberg (1999), que ressaltam a importância
de ferramentas flexíveis e sustentáveis para arquivos contemporâneos. O resultado parcial – um manual de organização em formato e−book – sistematiza
soluções testadas para catalogação física e digital, oferecendo à academia um modelo aplicável a outros coletivos. A expectativa é que essa estrutura, já
validada na organização de parte do acervo 2024–2025, torne−se referência na preservação da memória em práticas de arte processual.","KONDO, Marie; SONENSHEIN, Scott. Joy at work: Organizing your professional life. Pan Macmillan, 2020. MOSCA, B. G. P. R. ; LEO, L. F. S;
BELLOTTO, H. L. Arquivos Permanentes: Tratamento Documental (4ª ed.). Editora FGV, 2018. ROTHENBERG, J. Avoiding Technological Quicksand: Finding
a Viable Technical Foundation for Digital Preservation. CLIR, 1999."
Extensão,Apresentação de Vídeo,6108,ARQUITETURA EM REVISTA: LUIZ MARIO XAVIER,,ANDRES PASSARO,"A preservação da memória de arquitetos que protagonizaram momentos importantes da história da arquitetura brasileira torna−se cada vez
mais urgente, especialmente diante da passagem do tempo e da possibilidade de perda de relatos fundamentais ainda não plenamente documentados. O
desaparecimento dessas histórias comprometeria não apenas o legado desses profissionais, mas também a compreensão de períodos e práticas
arquitetônicas. Nesse contexto, a produção de registros audiovisuais surge como meio essencial para salvaguardar e democratizar essas narrativas,
conectando novas gerações às experiências que moldaram o campo da arquitetura. Atento a essa problemática, o projeto Arquitetura em Revista,
conduzido sob a orientação dos professores Andres Passaro e Paulo Siqueira, busca desenvolver uma série de documentários sobre arquitetos cujos
acervos são preservados pelo Núcleo de Pesquisa e Documentação (NPD) da FAU UFRJ. Como primeiro resultado, foi feito o registro da trajetória do
arquiteto Luíz Mario Xavier — formado pela Universidade de Brasília em 1969, professor voluntário da UFRJ e colaborador de Oscar Niemeyer e Ítalo
Campofiorito. Sua escolha se justifica pela trajetória singular que atravessa momentos−chave da arquitetura moderna brasileira e por ser um dos poucos
arquitetos do acervo do NPD ainda vivo e ativo. Sua disposição em compartilhar oralmente suas experiências representa uma oportunidade valiosa de
registro em primeira pessoa, conferindo ao material uma riqueza de detalhes que dificilmente poderia ser obtida por outras vias. Assim, a iniciativa visa
assegurar que conhecimentos e experiências de gerações mais antigas não se percam com o tempo. A metodologia envolveu gravação de entrevistas
presenciais na FAU UFRJ, captação de áudio e vídeo, edição do material e articulação dos depoimentos com documentos textuais, fotografias e projetos do
arquiteto. A pesquisa biográfica, seleção de acervo e organização do conteúdo foram realizadas pelas autoras, consolidando práticas de preservação
documental, patrimônio imaterial e comunicação digital. Como resultado, está sendo elaborada uma síntese audiovisual da trajetória de Luíz Mário Xavier,
estruturada por eixos temáticos surgidos das entrevistas e enriquecida com imagens de seu acervo pessoal. O material será disponibilizado pelo NPD, de
forma integral e segmentada por temas, facilitando consulta e pesquisa acadêmica. Também será realizada uma exposição presencial com parte do
acervo, trechos da entrevista e exibição do documentário completo, com a presença do arquiteto homenageado para celebrar sua trajetória. Ao reunir
relatos de vida e práticas profissionais de arquitetos, o projeto contribui para a preservação do patrimônio imaterial da arquitetura brasileira, garantindo
que memórias e saberes fundamentais permaneçam acessíveis para futuras gerações e consolidando a importância da história oral na documentação
contemporânea.","A Vida é um Sopro. Direção de Fabiano Maciel. Produção Santa Clara Comunicação. Distribuição de Gávea Filmes. Rio de
Janeiro, 2007. (90 min). ABSTRACT: The art of design. (Temporada 1, ep. 1). “ Christoph Niemann: Ilustrador”. Direção Morgan Neville. Produção Scott
Dadich; Dave O’Connor; Justin Wilkes. Netflix, 2017. (47 min). XAVIER, Luiz M. Planta baixa da Embaixada da Argélia – Brasília. [Planta arquitetônica].
ANO. Acervo do Núcleo de Pesquisa e Documentação, Faculdade de Arquitetura e Urbanismo, UFRJ, Rio de Janeiro."
Pesquisa,Oral,6113,A METÁFORA DA NATUREZA EM ESTADOS DE ALMA DE GILKA MACHADO,,EDUARDO GUERREIRO BRITO LOSSO,"O presente trabalho se ocupa do poema “Símbolos”, do livro Estados de alma da poeta Gilka Machado, a fim de identificar como os corpos dos
sujeitos se fundem à natureza e, ao mesmo tempo, são espelhados por ela. Tal figuração mescla−se à realidade da autora, inserida no início do século
XX, pois o livro foi publicado em 1917, no Brasil, e a exposição dos anseios do eu lírico no poema selecionado é marcado, também, pelo cerceamento do
corpo da mulher. Durante todo o texto, tanto quanto em outros escritos do livro, Machado utiliza a metáfora da natureza para dispor o seu corpo e
metaforizar o seu desejo. Segundo Gilberto Araújo, entende−se que a poeta, quando se posiciona “contra dogmas sociais, prefere a valorização ostensiva
do corpo feminino”. Assim, os símbolos da rocha e do mar carregam a relação entre eu lírico e interlocutor marcada pela imagem da água que bate nas
pedras. Por isso, percebe−se, também, no poema, que o eu lírico feminino se corporifica no elemento da rocha, enquanto o interlocutor é metaforizado
pelo mar. A natureza, aqui, portanto, é utilizada em figuras contrastantes e simboliza a dualidade entre a solidez e fluidez que, respectivamente,
representam a opressão e a liberdade. Para Nádia Battella Gotlib, a poesia de Gilka tem o ""traçado firme de quem buscou sua identidade na consciência
da condição feminina inserida num sistema social de repressão”. Por isso, a “dor empedernida” da voz poética entrega a forma como Gilka posiciona o
corpo da mulher como um espaço de debate contra o sistema opressor que a aflige. No que diz respeito aos seus desejos, sobretudo os sexuais, a mulher
encontra um desafio a ser superado e, muitas vezes, se vê na oscilação entre o medo e a coragem de transgredir. A transgressão erótica, um dos
principais traços da poeta, aparece também a partir da metaforização da natureza, em um erotismo do cosmos (seguindo indicações de Octavio Paz), que
é identificado na “rocha nua”. Como se evidencia na voz poética de seus escritos, Gilka escreve num tempo em que as mulheres precisavam pedir licença
para expor o que pensavam e, ainda assim, teve a ousadia de expor suas vontades. A submissão que se esperava da figura feminina de seu tempo, da
mulher que apenas podia ser cobiçada, é ilustrada no “quadro triste” com a imagem de sua vida e do interlocutor. Como transgressora, Gilka lança luz
sobre as diferentes posições ocupadas por homens e mulheres em uma sociedade machista e patriarcal, em que a opressão cai sobre o corpo feminino e
o impossibilita de expor seus desejos.","GOTLIB, Nádia Battella. Com dona Gilka, Eros pede a palavra. São Paulo, Revista de Crítica e Criação. n. 4, 1982, p. 23−47 MACHADO,
Gilka. Poesias completas. Rio de Janeiro: Léo Christiano Editorial: FUNARJ, 1991 PAZ, Octávio. Os filhos do barro: do romantismo à vanguarda. Tradução de
Olga Savary. Rio de Janeiro: Nova Fronteira, 1984."
Pesquisa,Oral,6118,SLAM! GRITO DECOLONIAL DE PÉS FINCADOS EM ÁFRICA.,,VANESSA RIBEIRO TEIXEIRA,"A apresentação desse trabalho tem o objetivo de mostrar um pouco sobre os recentes resultados e inferências sobre a pesquisa, ainda em
andamento, e que tem como maior premissa: uma análise do Slam Brasileiro como uma manifestação artística que resgata em suas numerosas
características e entornos, uma ancestralidade africana. Trazendo também reflexões sobre algumas definições do Poetry Slam e suas disparidades com a
cena do Slam no Brasil, já que essa pesquisa analisa em específico, os poetas negros e a cena carioca dentro do Slam Brasileiro. Assim como analisa em
como elas conversam com culturas africanas antes da diáspora, e com todas as vivências e marginalizações ocorridas pelo sistema escravocrata.
Vivências essas de desumanização, exploração e cerceamento do corpo, assim como obstáculos para subjetividade e expressão dessas pessoas. A
autobiografia ""Nos Corre da Poesia"", do slammer paulista Emerson Alcalde (ALCADE, 2022), contribui com muitos dados e reflexões para a presente
pesquisa quando analisa a experiência do slammer na cena brasileira e o percurso da história do Slam no Brasil. A partir dessas premissas, se levanta o
questionamento de uma memória presente no corpo negro, tanto vindo dos ancestrais da população negra brasileira vividos no continente africano, como
também o dos seus ancestrais escravizados em solo brasileiro. Reflexões essas fundamentadas com as contribuições de Paul Gilroy em ""O Atlântico
Negro"", (GILROY, 2001), que pensa no processo da diáspora africana e suas consequências na atualidade, assim como com as contribuições de Grada
Kilomba em ""Memórias da Plantação"", (KILOMBA, 2019), que discute o impacto da ação e filosofia colonial no povo preto, expondo a memória apagada
mas ainda resgatável no corpo do afrodescendente. Nesse sentido, pretende−se abordar como essa memória e resgate são expressados em mais de um
aspecto na performance do Slam, estando na ligação da poesia falada com a tradição oral africana, e no fato da cena do Slam Brasileiro ocorrer na rua,
em locais públicos e majoritariamente periféricos. E por fim, em como essa memória está também presente na movimentação do corpo negro no
momento da performance poética, e em como esse corpo se movimenta e se expressa, considerando também o corpo africano antes da diáspora. É um
trabalho que procura pensar o Slam como, em linguagem metafórica: um grito que decolonializa diversas, profundas e seculares amarras, através desse
pé afrobrasileiro que se finca na terra ainda pública, terra onde chama e onde descansa os seus ancestrais.","GILROY, Paul. O Atlântico Negro. Rio de Janeiro: Editora 34, 2001. ALCALDE, Emerson. Nos Corre da Poesia. São Paulo: Selin Trovoar, 2022.
KILOMBA, Grada. Memórias da Plantação. Rio de Janeiro: Cobogó, 2019."
Pesquisa,Oral,6148,"ACERVO VKHUTEMAS: Concurso Entre Camaradas, Stroykom e Narkomfin.",,CLÁUDIO REZENDE RIBEIRO,"O PERIFAU, Coletivo de Estudos Sobre Urbanismo e Periferia, vinculado ao Laboratório de Direito e Urbanismo (LADU) do PROURB/FAU/UFRJ,
desde 2012 estuda a formação do espaço urbano periférico do capitalismo. Seu trabalho tem um viés pedagógico, e teve início traduzindo e divulgando
conceitos da obra de Milton Santos através de um blog e de animações no Youtube. Em parceria com o Grupo de Estudos Multidisciplinares em
Urbanismos e Arquiteturas do Sul (MALOCA) da UNILA, organizamos em 2022 a exposição “Arquitetura habitacional da URSS: Concurso entre Camaradas
1926” nos cursos de arquitetura e urbanismo da UFRJ, UFF, UFRRJ e UERJ. Esta exposição trouxe um novo tema de estudo para o Coletivo: a trajetória dos
Vkhutemas (Ateliês Superiores de Arte e Técnica da União Soviética), uma experiência de ensino, aprendizagem e produção artística da década de 1920
pouco estudada no Brasil (Jallageas, Lima, 2020). Sua contribuição atravessa diversas esferas que vão desde a pedagogia, o debate sobre vanguardas
artísticas, usos da arte, experimentações estéticas e políticas, e, inclusive, a relação entre arquitetura, habitação social, vida coletiva e feminismo (Kopp,
1990). Desde então, o Coletivo PERIFAU está se dedicando a pesquisar, revisitar e divulgar, na forma de um Acervo, a história destes Ateliês. Com isso, a
pesquisa foi organizada em três frentes para uma aproximação sistemática aos Vkhutemas: a construção de linhas do tempo que conectam a Revolução
Russa, o contexto brasileiro e mundial; a análise das vanguardas que influenciaram os Ateliês; e a catalogação de biografias de personagens centrais em
sua história. A partir de reuniões, o grupo tem explorado as mudanças e ideias do período soviético, entendendo as diversas transformações na
sociedade. No contexto político revolucionário, surgiram novas formas de estruturar o ensino e a prática da arquitetura. É nesse ambiente que aparece o
construtivismo soviético, cujo trabalho privilegiou as “encomendas sociais”, dedicando−se a pensar novas espacialidades, com foco na coletivização da
vida segundo as demandas da classe trabalhadora. Para esta SIAc, será apresentado os desdobramentos do “Concurso Entre Camaradas” de 1926, no
qual a arquitetura foi pensada como parte de um projeto revolucionário e comunitário, organizado pela vanguarda construtivista para promover ideias de
habitações sociais que atendessem às necessidades estratégicas de construção de um modo de vida coletivo. Estas propostas foram organizadas pelo
Stroykom − Comitê de Construções Estatais – em diferentes tipologias que, posteriormente, foram experimentadas na construção do famoso Edifício
Narkomfin (Movilla Vega, 2020). Este trabalho, por fim, vai articular questões específicas desta trajetória de experimentação−projeto−construção que
contribuem para a conformação do Acervo Vkhutemas, aprofundando os conhecimentos sobre a vanguarda construtivista e provocando críticas à forma
contemporânea de conceber e produzir habitação social.","JALLAGEAS, Neide. LIMA, Celso. Vkhutemas: desenho de uma revolução. São Paulo: Kinoruss, 2020. Movilla Vega, D., 2020. Housing and
Revolution: From the Dom−Kommuna to the Transitional Type of Experimental House (1926–30). Architectural Histories, 8(1), p.2. DOI:
http://doi.org/10.5334/ah.264 KOPP, Anatole. Quando o moderno não era um estilo e sim uma causa. São Paulo: Edusp, 1990"
Ensino-Pesquisa-Extensão,Oral,6156,O SUBPROJETO PIBID ARTES VISUAIS E MÚSICA COM ATUAÇÃO NO IBC (INSTITUTO BENJAMIN CONSTANT),,"RODRIGO BATALHA,ALEXANDRE PALMA,CELSO GARCIA DE ARAÚJO RAMALHO","A finalidade deste trabalho é apresentar uma discussão inicial sobre a articulação entre o Subprojeto Interdisciplinar Artes Visuais e Música – do
Programa Institucional de Bolsa de Iniciação à Docência (PIBID) da UFRJ – e o ensino de artes e música no Instituto Benjamin Constant (IBC). Um dos
pilares da proposta, ora em fase de planejamento, é proporcionar a interdisciplinaridade nas linguagens artísticas referentes aos cursos de licenciatura
em artes visuais, música e expressão gráfica, no contexto da iniciação à docência. Com a expansão do Subprojeto, anteriormente iniciado no Núcleo de
Artes Nise da Silveira (NANS), para o IBC e o Instituto Nacional de Educação de Surdos (INES), levantou−se o questionamento da falta de disciplinas sobre
educação inclusiva na graduação das licenciaturas da UFRJ contempladas, já que os currículos tornam obrigatório apenas uma disciplina de Libras e
poucas discussões sobre inclusão ao longo do estágio curricular. Diante dessa lacuna na formação de educadores, nota−se a extrema relevância da
parceria do PIBID com tais instituições para o enriquecimento na formação dos alunos bolsistas. Afunilando o enfoque para o Instituto Benjamin Constant,
órgão vinculado ao Ministério da Educação e referência nacional na educação e capacitação profissional de pessoas cegas, com baixa visão, surdocegas
ou com outras deficiências associadas à visão, a referência partirá do estudo do Projeto Pedagógico do IBC e outros materiais de apoio, supervisionadas e
orientadas pela equipe de professores do Subprojeto. A partir desse levantamento, serão construídas abordagens que dialoguem com as especificidades
artísticas de cada curso. Assim, através da experiência em campo com os alunos do IBC, os bolsistas poderão observar questões relativas à docência na
particularidade da deficiência visual. Além disso, analisar como o IBC atua na inclusão social de seus estudantes e os capacita para o mundo do trabalho.
E principalmente, desenvolver as áreas artísticas (música, artes, expressão gráfica) com os estudantes do Instituto, enquanto licenciandos. Portanto,
através da pesquisa e atuação teórico−prática, a parceria do Instituto Benjamin Constant com o PIBID Artes Visuais e Música apresentará questões em
relação à formação docente dos bolsistas e resultados relatando experiências da troca destes com os alunos do IBC. Assim, tal movimento poderá
proporcionar questionamentos e propostas, ação essencial para a formação docente dos bolsistas.","ILLARI, B. Pedagogias em educação musical. Editora Intersaberes, 2012. MASCARENHAS, C. S.; ALMEIDA, S. A. de. A curadoria de arte do
curso técnico em artesanato integrado à educação de jovens e adultos no Instituto Benjamin Constant. Rio de Janeiro: Imperial Editora, 2024. Projeto
Político Pedagógico (PPP) 2023−2025, Disponível em:
https://www.gov.br/ibc/pt−br/acesso−a−informacao/institucional/ppp−ded−ibc−documento−final−1.pdf/view. Acesso em: 5 de maio de 2025"
Pesquisa,Oral,6174,"Erro Digital, Desobediência Estética e Crítica Política",,ANA CECÍLIA M MAC DOWELL,"Eata pesquisa aprecia o erro digital, ou como e denominado em inglês Glitch art, um tipo de expressão artística que transforma falhas
tecnológicas em ferramentas criticas e estéticas Partindo do conceito original de glitch (termo inicialmente abordado pela NASA para descrever erros em
sistemas espacias), o estudo apresenta como artistas ressignificam esses defeitos como matéria−prima criativa, desafiando noções de perfeição
tecnológica e abrindo espaço para reflexões políticas e sócias. O trabalho contextualiza o erro digital dentro da história da arte, relacionando−a com
movimentos de ruptura como o Dadaísmo e o Surrealismo, que também valorizavam a desconstrução. A análise destaca como a revolução digital
transformou radicalmente a produção artística, com o erro digital surgindo como uma ''estética das falhas'' que expõe a patologia dos sistemas
tecnológicos. Fundamentada em teóricos como Vilém Flusser, Guy Debord e Walter Benjamin, a análise mostra como o erro digital questiona estruturas
de poder e manipulação midiática, transformando falhas digitais manipuladas em críticas a sociedade contemporânea. O estudo aborda obras
fundamentais de artistas como Nam June Paik, Jon Rafman entre outros, além de apresentar três produções autorais desenvolvidas durante a pesquisa:
''O Espetáculo'', que desconstrói discurso políticos; ''Concurso de Personalidade'', que critica a espetacularização da política; e ''Domingo de Intelectuais'',
que denuncia a banalização da violência. A metodologia detalha processos técnicos, datamoshing e manipulação hexadecimal, ao abordar como
ferramentas digitais podem ser subvertidas para fins artísticos. A conclusão reforça o papel do erro digital como linguagem artística inovadora e
instrumento de crítica social, capaz de revelar as fissuras ocultas nos sistemas tecnológicos e políticos que moldam nossa realidade e estética, indicando
a importância de investigações e possíveis desdobramentos para aprofundamento e continuidade da pesquisa.","BENJAMIN, Walter. A obra de arte na época de suas técnicas de reprodução. Obras escolhidas I: Magia e técnica, arte e política. Tradução
de Sérgio Paulo Rouanet. 3. ed. São Paulo: Brasiliense, 1985. p. 165−199. DEBORD, Guy. A Sociedade do Espetáculo. Tradução de Estela dos Santos
Abreu. Rio de Janeiro: Contraponto, 1997. p. 8−15. FLUSSER, Vilém. Filosofia da Caixa Preta. São Paulo: Hucitec, 1985. p. 10−11−17"
Pesquisa,Oral,6176,A PROPOSTA DA CONSTRUÇÃO [S PEGAR X] À LUZ DA GRAMÁTICA DE CONSTRUÇÕES BASEADA NO USO,,ROBERTO FREITAS JUNIOR,"A presente pesquisa é continuidade de um projeto que tem como plano teórico o campo da linguística Cognitivo−Funcional, conforme descrito
por autores como Bybee (2010) e Goldberg (1995), pesquisadoras que defendem que o conhecimento linguístico assume uma forma de rede de
construções gramaticais associadas a informações fonológicas, morfossintáticas e pragmático−semânticas. No estudo, o modelo da Gramática de
Construções Baseada no Uso (GCBU) foi usado para avaliar graus de acessibilidade cognitiva (PEREK,2015) em esquemas construcionais com o verbo
PEGAR, com foco no português brasileiro. Assim, foi feita uma análise quantitativa e qualitativa para se comprovar a hipótese de que de acordo com a
experiência do uso, diferentes construções de estrutura argumental em fusão direta com o verbo em questão possam existir em diferentes graus de
esquematicidade e idiomaticidade. A pesquisa empregou dados do Corpus do Português e do Twitter, analisando construções argumentais com o verbo
PEGAR, avaliando assim as construções em PB sincrônico. No mais, examinados os esquemas de construções ligadas ao padrão geral [S PEGAR X] no PB,
encontrou−se, partindo do nível mais prototípico, [S [PEGAR O]], construções com diferentes graus de complexidade e idiomaticidade, arroladas nos
padrões formais [S [PEGAR X]], [S PEGAR X] e [Z PEGAR Y]. Para exemplificar cada esquema, tem−se as construções: Bora pegar a cadeira. Eu sou a
pessoa que vai pegar o busão e não tem dinheiro. Ou seja, vamos ter que conviver com isso, pegar os restos da Europa O Cauly vem aí e o bicho vai
pegar. O trabalho busca apresentar uma maior quantidade de dados para que demos mais robustez à fase anterior da pesquisa e enriqueça mais o
debate acerca da GCBU e da linguística em estudos com foco no PB.","BYBEE, J. Language, usage and cognition. New York: Cambridge University Press, 2010. PEREK, F. Argument Structure in Usage−Based
Construction Grammar. Experimental and corpus−based perspectives. Amsterdam: John Benjamins. 2015. GOLDBERG, A.; Constructions: A construction
grammar approach to argument structure. Chicago: University of Chicago Press, 1995."
Pesquisa,Oral,6179,O ESTUDO DA AMBIÊNCIA DE PROJETO EM DESIGN DE INTERIORES A PARTIR DAS FERRAMENTAS DE GERAÇÃO DE IMAGENS,,STELLA HERMIDA,"A pesquisa apresentada teve início em 2024−1 e será desenvolvida ao longo de quatro períodos. No âmbito da disciplina Projeto de Interiores e
Mídias Digitais, do curso de Design de Interiores, investigou−se o uso de ferramentas de geração de imagem por inteligência artificial (IA) para avaliar as
diretrizes de linguagem projetual expressas no partido e sua relação com a constituição da ambiência no ambiente construído. O trabalho busca
compreender como a IA pode contribuir nesse processo. Em um mundo em constante transformação, “formas tradicionais de pensar e fazer as coisas (...),
estão se desmantelando” (MANZINI, 2017), o que fundamenta esta investigação. A abordagem metodológica adotada é de caráter exploratório. A partir
de dados de duas turmas em semestres consecutivos, realizamos uma análise semiótica das imagens geradas por IA com base em um mesmo perfil de
usuário fornecido às turmas. A análise seguiu a metodologia de Santaella (2007), que considera três níveis: icônico−qualitativo, indicativo−singular e
simbólico−convencional. O ponto de partida foi a análise de um briefing de cliente fictício solicitando um projeto para sala e cozinha. A partir disso, os
alunos definiram qualidades ambientais — atributos espaciais e sensoriais que traduzem a identidade do usuário — e desenvolveram o partido, ou seja, o
conjunto de diretrizes que orientam a linguagem do projeto. Essas qualidades, articuladas no processo projetual, compõem a ambiência percebida no
espaço concebido. Segundo Hermida (2023), essa ambiência envolve dimensões significativas e subjetivas do ambiente, cabendo ao designer
desenvolvê−la desde as fases iniciais. A IA, por meio das imagens que produz, foi avaliada em contraste com a cognição humana, sobretudo quanto à
capacidade de traduzir essas qualidades ambientais. Para Santaella (2023), imaginação, criatividade e emoção são barreiras naturais que ainda limitam a
IA, pois pertencem exclusivamente ao campo da experiência humana. Essa limitação, acreditamos, compromete sua aptidão para gerar ambiências com
densidade simbólica. Esta etapa da pesquisa examina, com base na semiótica, o potencial expressivo das imagens produzidas por IA ao representar a
identidade do usuário. Busca−se, assim, verificar se essas imagens podem funcionar como recurso de apoio para que projetistas avaliem, ainda nas fases
iniciais, a eficácia das diretrizes pensadas para comunicar o perfil do usuário no ambiente projetado.","MANZINI, Ezio. Design: quando todos fazem design. Uma introdução para a inovação social.São Leopoldo: Ed. Unisinos. 2017. HERMIDA,
Stella. Design de Interiores: correlações entre os aspectos significativos do produto de design e a fenomenologia do lugar. In: Interiores 50 anos:
Celebração e resistência. GEOFFROY, Nora (Organizadora). Rio de Janeiro: Rio Books, 2023. SANTAELLA, Lucia. Semiótica Aplicada. São Paulo: Thompson
Learning, 2007."
